ENA_RUN_ACCESSION,SET1,ANTIBIOGRAM1,SET2,ANTIBIOGRAM2,SET3,ANTIBIOGRAM3
ERR13288772,basic,RRSRSSRRSSRUURR,nulls,RRSRSSRRSSRUURR,nulls+minors,RRSRSSRRSSRUURR
ERR13288773,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13288774,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13288775,basic,RRRRSSUUSSSURSS,nulls,RRRRSSUUSSSURSS,nulls+minors,RRRRSSUUSSSURSS
ERR13288776,basic,SUSSSUSSSSSSSSS,nulls,SUSSSUSSSSSSSSS,nulls+minors,SRSRSUSSSSSSSSS
ERR13288777,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13288778,basic,RRRRSSRRSURRRRR,nulls,RRRRSSRRSURRRRR,nulls+minors,RRRRSSRRSURRRRR
ERR13288779,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR13288780,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288781,basic,SRSSSSSSSUSSSSS,nulls,SRSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR13288782,basic,RRRSSSSSUSSRRSS,nulls,RRRSSSSSUSSRRSS,nulls+minors,RRRSSSSSUSSRRSS
ERR13288783,basic,RRRSSSSSUSSRRSS,nulls,RRRSSSSSUSSRRSS,nulls+minors,RRRSSSSSUSSRRSS
ERR13288784,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13288785,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288786,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288787,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288788,basic,RRSRSSRRSSSRRSS,nulls,RRSRSSRRSSSRRSS,nulls+minors,RRSRSSRRSSSRRSS
ERR13288791,basic,RSRSUSRRUSRUSRR,nulls,RSRSUSRRUSRUSRR,nulls+minors,RRRRUSRRUSRRRRR
ERR13288792,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR13288794,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR13288795,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288796,basic,RRRRRSRRRSSRUSS,nulls,RRRRRSRRRSSRUSS,nulls+minors,RRRRRSRRRSSRUSS
ERR13288797,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR13288799,basic,USSSRSSSRSSSSSS,nulls,USSSRSSSRSSSSSS,nulls+minors,USSRRSSSRSSSSSS
ERR13288800,basic,RRRRRSRRRSSURSS,nulls,RRRRRSRRRSSURSS,nulls+minors,RRRRRSRRRSSURSS
ERR13288801,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR13288804,basic,RSRRSSSSSSSRSSS,nulls,RSRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR13288805,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR13288807,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSFSSS,nulls+minors,RRSSSSSSSSSFSSS
ERR13288809,basic,URSUSSRRSSUUSUU,nulls,URSUSSRRSSUUSUU,nulls+minors,URSUSSRRSSUUSUU
ERR13288810,basic,RRRSSSSSUSSRRSS,nulls,RRRSSSSSUSSRRSS,nulls+minors,RRRSSSSSUSSRRSS
ERR13288811,basic,RRRRSSSSUSSRRUS,nulls,RRRRSSSSUSSRRUS,nulls+minors,RRRRSSSSUSSRRUS
ERR13288812,basic,SSSSSSSSSSSRSUS,nulls,SSSSSSSSSSSRSUS,nulls+minors,RRSRSSRRSSSRRUS
ERR13288924,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR13288926,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13288928,basic,RRURSSUUSUSRRSS,nulls,RRURSSUUSUSRRSS,nulls+minors,RRURRSUURUSRRSS
ERR13288929,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR13288930,basic,RRSSSSRRSSSUUSS,nulls,RRSSSSRRSSSUUSS,nulls+minors,RRSSSSRRSSSUUSS
ERR13288931,basic,RRRRSSRRUSSRRSS,nulls,RRRRSSRRUSSRRSS,nulls+minors,RRRRSSRRUSSRRSS
ERR13288932,basic,RRRRUSRRUSSRRSS,nulls,RRRRUSRRUSSRRSS,nulls+minors,RRRRUSRRUSSRRSS
ERR13288944,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR13288946,basic,RRRSSSSSSSURSUS,nulls,RRRSSSSSSSURSUS,nulls+minors,RRRSSSRRSSURSUS
ERR13288949,basic,RRRRRRRRRSRRRRR,nulls,RRRRRRRRRSRRRRR,nulls+minors,RRRRRRRRRSRRRRR
ERR13288950,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13288953,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR13288954,basic,RRURRSRRRUSRUSS,nulls,RRURRSRRRUSRUSS,nulls+minors,RRURRSRRRUSRUSS
ERR13288955,basic,RRRRSURRSSSRRSS,nulls,RRRRSURRSSSRRSS,nulls+minors,RRRRSURRSSSRRSS
ERR13288957,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR13288959,basic,RRRRSSUUSSSRRSS,nulls,RRRRSSUUSSSRRSS,nulls+minors,RRRRSSUUSSSRRSS
ERR13288960,basic,SRSRSSSSSSSRSSS,nulls,SRSRSSSSSSSRSSS,nulls+minors,SRSRSSSSSSSRSSS
ERR13288961,basic,RRRRRSRRRSSRRSS,nulls,RRRRRSRRRSSRRSS,nulls+minors,RRRRRSRRRSSRRSS
ERR13288962,basic,RRSSSSUUSSSSRSS,nulls,RRSSSSUUSSSSRSS,nulls+minors,RRSSSSUUSSSSRSS
ERR13288963,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13288964,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13288966,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288968,basic,RRSRSSUUSSSRSSS,nulls,RRSRSSUUSSSRSSS,nulls+minors,RRSRSSUUSSSRSSS
ERR13288969,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSSSS
ERR13288970,basic,RRRRSSSSSSSRSSS,nulls,RRRRSSSSSSSRSSS,nulls+minors,RRRRSSSSSSSRSSS
ERR13288971,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13288972,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR13288973,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288974,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288975,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSSSS
ERR13288976,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288978,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288980,basic,RRRRSSUUSSSRSSS,nulls,RRRRSSUUSSSRSSS,nulls+minors,RRRRSSUUSSSRSSS
ERR13288983,basic,RRRRSUSSSSSRUSS,nulls,RRRRSUSSSSSRUSS,nulls+minors,RRRRSUSSSSSRUSS
ERR13288984,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288985,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13288986,basic,RRRRSSUUSSSRRUS,nulls,RRRRSSUUSSSRRUS,nulls+minors,RRRRSSUUSSSRRUS
ERR13288987,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13288988,basic,RRRRSUSSSSSRRSS,nulls,RRRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR13288989,basic,RRRRSUSSSSSRRSS,nulls,RRRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR13288990,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR13288993,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13288996,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13288997,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR13288998,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR13288999,basic,RRSSSSSSSUUSSUS,nulls,RRSSSSSSSUUSSUS,nulls+minors,RRSSSSSSSUUSRUS
ERR13289000,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289001,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR13289002,basic,RRRRSSRRSSSRUUS,nulls,RRRRSSRRSSSRUUS,nulls+minors,RRRRSSRRSSSRUUS
ERR13289003,basic,SSSSSSUUSSSSSSS,nulls,SSSSSSUUSSSSSSS,nulls+minors,SSSSSSUUSSSSSSS
ERR13289004,basic,RRUSSSSSSSSRSSS,nulls,RRUSSSSSSSSRSSS,nulls+minors,RRUSSSSSSSSRSSS
ERR13289006,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13289008,basic,RSSSSSRRSSSSSSS,nulls,RSSSSSRRSSSSSSS,nulls+minors,RRRSSSRRSSRRRRR
ERR13289009,basic,RRRRSSRRSSSRRRS,nulls,RRRRSSRRSSSRRRS,nulls+minors,RRRRSSRRSSSRRRS
ERR13289011,basic,RRSSSSSSSSSRRSS,nulls,RRSSSSSSSSSRRSS,nulls+minors,RRSSSSSSSSSRRSS
ERR13289014,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289015,basic,RRRRSSRRSSRSRRS,nulls,RRRRSSRRSSRSRRS,nulls+minors,RRRRSSRRSSRSRRS
ERR13289016,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289017,basic,SRSSSSUUSUSSSSS,nulls,SRSSSSUUSUSSSSS,nulls+minors,SRSSSSUUSUSSSSS
ERR13289019,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289021,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13289022,basic,RRSSSSSSUSSSRSS,nulls,RRSSSSSSUSSSRSS,nulls+minors,RRSSSSSSUSSSRSS
ERR13289023,basic,RRRRSSRRSSSURSS,nulls,RRRRSSRRSSSURSS,nulls+minors,RRRRSSRRSSSURSS
ERR13289024,basic,RRSSSSSSSSSSRSS,nulls,RRSSSSSSSSSSRSS,nulls+minors,RRSSSSSSSSSSRSS
ERR13289025,basic,RSSSSSRRSSSRSSS,nulls,RSSSSSRRSSSRSSS,nulls+minors,RRRSSSRRSSSRRSS
ERR13289026,basic,RRSSSSSSSSSUSSS,nulls,RRSSSSSSSSSUSSS,nulls+minors,RRSSSSSSSSSUSSS
ERR13289027,basic,RRRRSSRRSSSRRSR,nulls,RRRRSSRRSSSRRSR,nulls+minors,RRRRSSRRSSSRRSR
ERR13289028,basic,RRRUSSRRSSSUSSS,nulls,RRRUSSRRSSSUSSS,nulls+minors,RRRUSSRRSSSUSSS
ERR13289029,basic,RRRRSSRRSSSRRUS,nulls,RRRRSSRRSSSRRUS,nulls+minors,RRRRSSRRSSSRRUS
ERR13289030,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13289031,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289032,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289033,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SRSSSSRRSSSSSSS
ERR13289034,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289035,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289036,basic,RRRRSUSSSSRRRRR,nulls,RRRRSUSSSSRRRRR,nulls+minors,RRRRSUSSSSRRRRR
ERR13289037,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289038,basic,RRSSSSUSSSSSSSS,nulls,RRSSSSUSSSSSSSS,nulls+minors,RRSSSSUSSSSSSSS
ERR13289039,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289040,basic,RRSRSSRRSSSRRSS,nulls,RRSRSSRRSSSRRSS,nulls+minors,RRSRSSRRSSSRRSS
ERR13289041,basic,RRSRSSSSUSSSRSS,nulls,RRSRSSSSUSSSRSS,nulls+minors,RRSRSSSSUSSSRSS
ERR13289042,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SSSSSSSSSUSSSSS
ERR13289043,basic,RRRRSSSSUSSSRSS,nulls,RRRRSSSSUSSSRSS,nulls+minors,RRRRSSSSUSSSRSS
ERR13289044,basic,RRSSSSSSUSSSRSS,nulls,RRSSSSSSUSSSRSS,nulls+minors,RRSSSSSSUSSSRSS
ERR13289045,basic,SRSSSSSSSUSSSSS,nulls,SRSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR13289046,basic,RRRRSSRRSSSRRSS,nulls,RRRRSSRRSSSRRSS,nulls+minors,RRRRSSRRSSSRRSS
ERR13289047,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13289048,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289049,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289050,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13289051,basic,RRRRSUSSSSSRRSS,nulls,RRRRSUSSSSSRRSS,nulls+minors,RRRRSUSSSSSRRSS
ERR13289052,basic,RRURSSRRUSRURRR,nulls,RRURSSRRUSRURRR,nulls+minors,RRURSSRRUSRURRR
ERR13289053,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289054,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR13289055,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289056,basic,RRUSSSSSSSSURSS,nulls,RRUSSSSSSSSURSS,nulls+minors,RRUSSSSSSSSURSS
ERR13289057,basic,RRSSSSSSSSSSSSS,nulls,RRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSSSS
ERR13289058,basic,RRRUSSRRSUSRRSS,nulls,RRRUSSRRSUSRRSS,nulls+minors,RRRUSSRRSUSRRSS
ERR13289059,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13289060,basic,RRSSSSSSSSSUSSS,nulls,RRSSSSSSSSSUSSS,nulls+minors,RRSSSSSSSSSUSSS
ERR13289061,basic,RSSSSSSSSUSSSSS,nulls,RSSSSSSSSUSSSSS,nulls+minors,RRSSSSSSSUSSSSS
ERR13289062,basic,RRSRSSSSUSSSRSS,nulls,RRSRSSSSUSSSRSS,nulls+minors,RRSRSSSSUSSSRSS
ERR13289063,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13289064,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289256,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289257,basic,RRRRSSRRUSRRRRR,nulls,RRRRSSRRUSRRRRR,nulls+minors,RRRRSSRRUSRRRRR
ERR13289258,basic,RRRRSSUUSSSSSSS,nulls,RRRRSSUUSSSSSSS,nulls+minors,RRRRSSUUSSSSSSS
ERR13289259,basic,SRSSSSSSSUSSSSS,nulls,SRSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR13289260,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR13289261,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289262,basic,RRRRSSSSSUSRSSS,nulls,RRRRSSSSSUSRSSS,nulls+minors,RRRRSSSSSUSRSSS
ERR13289263,basic,SSSSSSSSSUSSSSS,nulls,SSSSSSSSSUSSSSS,nulls+minors,SRSSSSSSSUSSSSS
ERR13289264,basic,RRRRRSRRRSSSRSS,nulls,RRRRRSRRRSSSRSS,nulls+minors,RRRRRSRRRSSSRSS
ERR13289265,basic,RRRUSSRRSUSRRSS,nulls,RRRUSSRRSUSRRSS,nulls+minors,RRRUSSRRSUSRRSS
ERR13289266,basic,RRSRSSUUSSSRRSS,nulls,RRSRSSUUSSSRRSS,nulls+minors,RRSRSSUUSSSRRSS
ERR13289267,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13289268,basic,RRSRSSRRSSRUURR,nulls,RRSRSSRRSSRUURR,nulls+minors,RRSRSSRRSSRUURR
ERR13289269,basic,URSSSSUUSSSSSSS,nulls,URSSSSUUSSSSSSS,nulls+minors,URSSSSUUSSSSSSS
ERR13289270,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289271,basic,RRSRSSSSSSSSRSS,nulls,RRSRSSSSSSSSRSS,nulls+minors,RRSRSSSSSSSSRSS
ERR13289272,basic,RRRRSSSSSSSRUSS,nulls,RRRRSSSSSSSRUSS,nulls+minors,RRRRSSSSSSSRUSS
ERR13289273,basic,RRRRRSRRRSRRRRR,nulls,RRRRRSRRRSRRRRR,nulls+minors,RRRRRSRRRSRRRRR
ERR13289274,basic,RRRRRSRRRSSURSS,nulls,RRRRRSRRRSSURSS,nulls+minors,RRRRRSRRRSSURSS
ERR13289275,basic,SRSSRSUURUSUSSS,nulls,SRSSRSUURUSUSSS,nulls+minors,SRSSRSUURUSUSSS
ERR13289276,basic,RRRURSRRRURRRRR,nulls,RRRURSRRRURRRRR,nulls+minors,RRRURSRRRURRRRR
ERR13289277,basic,RRRRSSRRSSSRUSS,nulls,RRRRSSRRSSSRUSS,nulls+minors,RRRRSSRRSSSRUSS
ERR13289278,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289282,basic,RRRUSSRRSUSRRSS,nulls,RRRUSSRRSUSRRSS,nulls+minors,RRRUSSRRSUSRRSS
ERR13289283,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289284,basic,RRRUSSSSSUSRRSS,nulls,RRRUSSSSSUSRRSS,nulls+minors,RRRUSSSSSUSRRSS
ERR13289285,basic,RRRRSURRSSSUUSS,nulls,RRRRSURRSSSUUSS,nulls+minors,RRRRSURRSSSUUSS
ERR13289286,basic,RRSRSSSSSUSUSSS,nulls,RRSRSSSSSUSUSSS,nulls+minors,RRSRSSSSSUSUSSS
ERR13289287,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289288,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289289,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289290,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289291,basic,RRSSSSSSUSSSRSS,nulls,RRSSSSSSUSSSRSS,nulls+minors,RRSSSSSSUSSSRSS
ERR13289292,basic,RRRSSSRRUSSRRSS,nulls,RRRSSSRRUSSRRSS,nulls+minors,RRRSSSRRUSSRRSS
ERR13289293,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSRSSRR
ERR13289294,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289295,basic,RRSRSSSSSSSRSSS,nulls,RRSRSSSSSSSRSSS,nulls+minors,RRSRSSSSSSSRSSS
ERR13289296,basic,RRRSSSUUSSSRRSS,nulls,RRRSSSUUSSSRRSS,nulls+minors,RRRSSSUUSSSRRSS
ERR13289297,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289298,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289299,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289300,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,RRSSSSSSSSSSRSS
ERR13289301,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289302,basic,RRRRSSSSSSSUUSS,nulls,RRRRSSSSSSSUUSS,nulls+minors,RRRRSSSSSSSUUSS
ERR13289303,basic,RRRRSSUUSSSRSSS,nulls,RRRRSSUUSSSRSSS,nulls+minors,RRRRSSUUSSSRSSS
ERR13289304,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289305,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289306,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289307,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289308,basic,RRSRSSRRSSRUURR,nulls,RRSRSSRRSSRUURR,nulls+minors,RRSRSSRRSSRUURR
ERR13289309,basic,RRSRSSRRSSRRRRR,nulls,RRSRSSRRSSRRRRR,nulls+minors,RRSRSSRRSSRRRRR
ERR13289310,basic,RRSRSSUUSSSRRSS,nulls,RRSRSSUUSSSRRSS,nulls+minors,RRSRSSUUSSSRRSS
ERR13289311,basic,RRRRSSSSSSRRRRR,nulls,RRRRSSSSSSRRRRR,nulls+minors,RRRRSSSSSSRRRRR
ERR13289312,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289313,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289314,basic,RRRRSSUUSSSRUSS,nulls,RRRRSSUUSSSRUSS,nulls+minors,RRRRSSUUSSSRUSS
ERR13289315,basic,SUSSSSSSSSSSSSS,nulls,SUSSSSSSSSSSSSS,nulls+minors,SUSSSSSSSSSSSSS
ERR13289316,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
ERR13289317,basic,RRRRSSRRUSSSRSS,nulls,RRRRSSRRUSSSRSS,nulls+minors,RRRRSSRRUSSSRSS
ERR13289318,basic,RRRSSSSSUSSRRSS,nulls,RRRSSSSSUSSRRSS,nulls+minors,RRRSSSSSUSSRRSS
ERR13289319,basic,SRSSSSSSSSSSSSS,nulls,SRSSSSSSSSSSSSS,nulls+minors,SRSSSSSSSSSSSSS
ERR13289320,basic,RRRRSSRRSSRRRRR,nulls,RRRRSSRRSSRRRRR,nulls+minors,RRRRSSRRSSRRRRR
ERR13289321,basic,RRRUSSRRSUSRRSS,nulls,RRRUSSRRSUSRRSS,nulls+minors,RRRUSSRRSUSRRSS
ERR13289322,basic,RRRRSSRRUSSSRSS,nulls,RRRRSSRRUSSSRSS,nulls+minors,RRRRSSRRUSSSRSS
ERR13289323,basic,RRRRSURRSSRRRRR,nulls,RRRRSURRSSRRRRR,nulls+minors,RRRRSURRSSRRRRR
ERR13289324,basic,SSSSSSSSSSSSSSS,nulls,SSSSSSSSSSSSSSS,nulls+minors,SSSSSSSSSSSSSSS
